,index,id,createdTime,fields_Web,fields_Original Source,fields_Owner_id,fields_Owner_email,fields_Owner_name,fields_Urban Tech Screening,fields_Sniff Test Notes,fields_Company,fields_Total Investment,fields_Number of Employees backup,fields_Number of Employees,fields_Sub-category (linked),fields_Latitude,fields_Business Address,fields_Category (linked),fields_Employees,fields_Year Founded,fields_Location,fields_Contact Email,fields_Longitude,fields_categorization notes,fields_Category,fields_Survey Sent,fields_Sub-category,fields_Metadata Sources + Notes,fields_Contact Name,fields_Position,fields_Survey Response,fields_Year Acquired or Dissolved,fields_Valuation at Acquisition,fields_Revenue/Budget,fields_Form,fields_Keywords,fields_Pre-Publish Review,fields_Social Media
175,885,rechJYEOYOBYVI6aK,2022-01-05T20:22:37.000Z,http://www.owal.io/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"video analytics platform
",OWAL,,7,7.0,['rec2dmT4omxI34ORF'],40.7258876,"137 Varick St, New York, NY 10013",['recqVXmif5koh0T0u'],1-10,2016.0,Manhattan,info@owal.io,-74.0062336,,['Public Safety Systems'],2022-03-02,['Public Safety: Monitoring'],"website, crunchbase
",,,,,,,,,,
176,886,rechQxjWZnGC3fcBC,2022-01-06T23:28:54.000Z,https://committogreen.com/,,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"sells scannable and compostable packaging to raise waste awareness and improve waste generation behaviors
",Commit To Green,,4,4.0,['recsZ3Zc9dgmOn2NC'],40.7536344,"335 Madison Ave Floor 4, New York, NY 10017",['recb7WeB0tStkTUq8'],1-10,2016.0,Manhattan,partnership@committogreen.com,-73.97814819999999,,['Waste Systems'],2022-03-03,['Waste Systems: Diversion'],"linkedin		
",,,,,,,,,,
177,892,rechcfupqrkg5lG9n,2021-10-26T19:30:31.000Z,www.maalka.com,,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"helps cities decide what kinds of energy improvements to make for muni buidings
",Maalka,1200000.0,12,12.0,['recxoYfGUZEqppDaZ'],40.7414291,"111 8th ave, suite 302, New York City, New York 10011, US",['recoxnv8QKuu7vlwx'],11-50,2015.0,Brooklyn,info@maalka.com,-74.0031106,provide many data tools to cities for data management related to sustainability,['Energy Systems'],2022-03-01,['Energy Systems: Buildings'],,,,,,,,,"Open Source Tools, SaaS, Sustainability Toolkit",,
178,893,rechcyKXpWq4u8QkL,2021-10-19T18:43:03.000Z,https://dart.art/,NYC EDC,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"seems like a young startup: <https://www.crunchbase.com/organization/dart-technologies-inc>
",DART Technologies,300000.0,,,['recsa4yqeE7pnAIjb'],40.7349835,"57 5th Ave, New York, NY 10003",['receyB6jWwnjSbV8a'],1-10,2015.0,Manhattan,info@dart.art,-73.9939988,,['Mobility Systems'],2022-03-01,['Mobility Systems: Vehicles'],,,,,,,,,"AV, In-car entertainment",,
179,897,rechqb3BdGJf2fWq0,2022-01-05T20:22:37.000Z,https://www.bluestate.co/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"not explicitly local/urban but lets look further—fundraising platform, grassroots mobilization, tech consulting

",Blue State Digital,,240,240.0,['recE9ehRLZIohhipt'],40.6875012,"41 Flatbush Ave, Brooklyn, New York 11217",['recRDZqf1tuLAXPKP'],101-250,2004.0,Brooklyn,,-73.9796053,,['Civic Systems'],,['Civic Systems: Engagement'],"linkedin, growjo
",,,,,,,https://www.bluestate.co/contact/,,,
180,898,rechyOzOgkJabrD6M,2022-01-05T20:22:37.000Z,https://www.farmigo.com/,TechNYC,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"software for CSA and food hub management
",Farmigo Inc.,26000000.0,23,23.0,['recVl5jyxBBi57JrF'],40.6773043,"68 3rd St, Brooklyn, NY 11231",['recEhjg8dnMkICv2w'],11-50,2009.0,Brooklyn,benzi@farmigo.com,-73.9937431,,['Food Systems'],2022-03-02,['Food Systems: Alt-commerce'],"growjo	
",Benzi Ronen,CEO,,,,6200000.0,,,,
181,901,reciCs7MpAg4z6e4z,2021-10-26T19:57:42.000Z,www.hubatgct.com,NYC EDC,usruYurWuYKJoW6LE,jjl295@cornell.edu,Jenny Liu,Passed,"EDC-funded coworking focused on urban tech loosely
",Company Urban Tech Hub,,,,['recg3IwW4njNc0Qdp'],40.75365730000001,"335 Madison Ave 4th floor, New York, NY 10017",['recHuk1pvKzYmvRFG'],1-10,2017.0,Manhattan,,-73.9782445,,['Innovation Systems'],,['Innovation Systems: Accelerators & Incubators'],"website and Google Maps
",,,,,,,https://www.hubatgct.com/,,,https://twitter.com/Company
182,903,reciK9qLRP9Nfbnnp,2021-11-02T17:43:27.000Z,www.lumiode.com,,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,"semiconductor technology startup specializing in high-brightness microdisplays for augmented reality and other display applications.
",Lumiode,,13,13.0,['recYIePhsZkr376xu'],40.8087961,"2417 Third Avenue, Suite 600 Bronx, NY 10451",['rece3dYUKHXpHhEkU'],11-50,2012.0,Bronx,info@lumiode.com,-73.9307007,"semiconductor company commercializing a novel micro-LED platform delivering ultra-high brightness, low power, small form factor displays",['Information Systems'],2022-03-02,['Information Systems: AR/VR'],,,,,,,,,,,
183,912,reciqDeEZPLymkBZk,2021-10-26T19:43:16.000Z,https://www.citymart.com/,NYC EDC,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,"Citymart is a leader in city procurement innovation, used in over 130 cities
",Citymart,1800000.0,6,6.0,['recUwmBtQkN1prgeh'],40.7008739,"81 Prospect St, Brooklyn, New York, 11201, United States",['recRDZqf1tuLAXPKP'],1-10,2011.0,Manhattan,info@citymart.com,-73.9875141,,['Civic Systems'],2022-03-02,['Civic Systems: GovTech'],,,,,,,,,,,
184,913,recix1AZrqw2XW9I6,2021-10-19T20:49:55.000Z,https://mark43.com/,,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"Company providing a variety of digital public safety services for communities and police departments.
",Mark43,228000000.0,,,['recwhATWxVi5iN4Eo'],40.74349,"28 E 28th Street, 12th Floor, New York, NY 10016, US",['recqVXmif5koh0T0u'],251-500,2012.0,Manhattan,info@mark43.com,-73.9854874,,['Public Safety Systems'],2022-03-01,['Public Safety: Emergency Response'],,,,,,,,,,,
185,917,recj2W9o8LL9Qsamz,2021-10-19T16:32:27.000Z,https://www.fuell.us/,,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"E-bike and E-motorcycle manufacturer
",Fuell,,,,['recBK2rW9pSktPsk8'],40.7446298," 244 5th Ave, New York, US ",['receyB6jWwnjSbV8a'],1-10,2019.0,Manhattan,,-73.987667,,['Mobility Systems'],,['Mobility Systems: Vehicles'],,,,,,,,https://www.fuell.us/pages/contact-fuell,"EV, Micromobility",,
186,934,reckCiNLDDZXaULlB,2021-11-02T20:26:30.000Z,www.scanifly.com,,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Scanifly has a solar design software uses drone technology and 3D modeling tools to eliminate roof climbs, decrease onsite time by up to 90%, and increase design accuracy to avoid redesigns, change orders, or delays on install day.
",Scanifly,2300000.0,18,18.0,['recs4pTBrGCE4AjJZ'],40.6929116,"370 Jay St, Brooklyn, New York 11201, US",['recdgZhrJxyjqLAb9'],11-50,2015.0,Brooklyn,info@scanifly.com,-73.98746129999999,"drone-based 3D modeling solar panel design
",['Construction Systems'],2022-03-02,['Construction Systems: Surveying & Design'],"Employee range and count: LinkedIn. Funding source: Crunchbase. 
",,,,,,,,,,
187,935,reckD1RNOvQvRYF42,2022-01-05T20:22:37.000Z,https://cloud4wi.com/,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"platform for managing public wifi and ads
",Cloud4Wi,18100000.0,77,77.0,['recrSVGURn4rHAspL'],40.7027571,"68 Jay St, Brooklyn, NY 11201",['recRDZqf1tuLAXPKP'],51-100,2013.0,Brooklyn,info@cloud4wi.com,-73.98683419999999,,['Civic Systems'],2022-03-02,['Civic Systems: Public Space Tech'],"Employee range and count: LinkedIn. Funding: Crunchbase.
",,,,,,,,,,
188,937,reckNYeHrViPWFHWr,2021-10-19T16:37:26.000Z,https://www.prescriptivedata.io/,,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Provides ""building operating systems"" and advanced analytics for buildings to run more efficiently and smarter.
",Prescriptive Data,,38,38.0,['recxoYfGUZEqppDaZ'],40.7566468,"845 3rd Ave, New York, NY 10022, United States",['recoxnv8QKuu7vlwx'],11-50,2016.0,Manhattan,info@prescriptivedata.io,-73.9698044,building operating system for commercial and residential real estate,['Energy Systems'],2022-03-01,['Energy Systems: Buildings'],"Not able to find total investment $
",,,,,,,,,,
189,942,reckdrYMB0FbD56f6,2022-01-05T20:22:37.000Z,https://crosscompute.com/,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Main objective of company is to allow ease of creating and deploying tools, which is not very urban tech itself, but the use cases (power utilities, microgrid manufacturers, government agencies) are related to urban tech (AT yes, microgrid as the urban...)
",CrossCompute,,9,9.0,['rec31GwmRDlkBUANu'],40.7516365,"445 5th Ave, New York, NY, 10016-0133",['recoxnv8QKuu7vlwx'],1-10,2011.0,Manhattan,support@crosscompute.com,-73.981929,,['Energy Systems'],2022-03-02,['Energy Systems: Grid'],"Crunchbase + LinkedIn. Not able to find total investment $
",,,,,,,,,,
190,948,recl2e1JnMpMA8i9U,2022-01-05T20:22:37.000Z,https://locasaur.com/ ,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Focused on local/independent businesses - platform that allows them to personally message with regulars, power mobile transactions, and build closer, more profitable customer relationships. Bridges gap between physical and digital worlds but not sure if it is urban tech enough as it caters to businesses
",Locasaur,,2,2.0,['recVl5jyxBBi57JrF'],40.7274061,"175 Varick St, New York, US",['recEhjg8dnMkICv2w'],1-10,2017.0,Manhattan,hello@locasaur.com,-74.00605,,['Food Systems'],2022-03-02,['Food Systems: Alt-commerce'],"Not able to find total investment $
",,,,,,,,,,
191,952,recl9VHkxW3i91ZhO,2021-11-02T16:31:51.000Z,www.revmax.io,,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"REVMAX builds intelligent demand forecasting systems using Machine Learning and Big Data. Our proprietary platform is specifically designed for transportation and distribution applications.
",Revmax,140000.0,,,['receBXbN6odOQUuS7'],40.7246788," 29 Norman Ave, Brooklyn, New York 11222, US ",['receyB6jWwnjSbV8a'],1-10,2016.0,Brooklyn,jonathan@revmax.io,-73.9548791,,['Mobility Systems'],2022-03-02,['Mobility Systems: Traffic informatics'],,Jonathan Weekley,CEO,,,,,,"AV, Analytics",,
192,967,recllMa7itcpXstqK,2022-01-21T16:22:50.000Z,https://www.enertiv.com/,,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"doing submetering, funded by Commonweal Ventures
",Enertiv,7700000.0,35,35.0,['recxoYfGUZEqppDaZ'],40.756645,"320 W 37th St #1500, New York, NY 10018",['recoxnv8QKuu7vlwx'],11-50,2009.0,Manhattan,info@enertiv.com,-73.99730989999999,,['Energy Systems'],2022-03-03,['Energy Systems: Buildings'],,,,,,,,,,,
193,970,reclzMQrDOfsVzCOG,2022-01-05T20:22:37.000Z,https://www.orangeugoing.com/,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Platform for posting events and meeting like-minded New Yorkers
",Orange U Going,,1,1.0,['recE9ehRLZIohhipt'],40.9355278,"PO 911, Bronxville, NY 10708, US",['recRDZqf1tuLAXPKP'],1-10,2017.0,Bronx,buddy@orangeugoing.com,-73.8314762,,['Civic Systems'],2022-03-02,['Civic Systems: Engagement'],"Not able to find total investment $
",,,,,,,,,,
194,980,recmpVEDfr48qSZ1f,2022-01-05T20:22:37.000Z,https://www.kaiahealth.com/,TechNYC,usruYurWuYKJoW6LE,jjl295@cornell.edu,Jenny Liu,Passed,,Kaia Health,123000000.0,,,['recMJWRcaTmDI987X'],40.7382995,"220 E 23rd St. PH. New York, New York 10010, US",['reca3rMDOoKHI3hPh'],101-250,2016.0,Manhattan,info@kaia-health.com,-73.9824061,,['Health Systems'],2022-03-02,['Health Systems: Hybrid Telehealth'],,,,,,,,,,,
195,984,recn3735JfnQACP3U,2022-01-05T20:22:37.000Z,https://envelope.city/,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Get Started NowContact Sales
",Envelope,4000000.0,12,12.0,['recs4pTBrGCE4AjJZ'],40.7123316,"233 Broadway, 10th floor, New York, NY 10279, US",['recdgZhrJxyjqLAb9'],11-50,2015.0,Manhattan,info@envelope.city,-74.0080626,,['Construction Systems'],2022-03-02,['Construction Systems: Surveying & Design'],,,,,,,,,,,
196,986,recn89Uu0FcotjRHY,2021-11-02T02:15:26.000Z,www.marketplace.city,NYC EDC,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,"Marketplace.city’s website aggregates public-sector contracts so that city procurement officials can learn about prospective vendors’ past business with other municipalities and helps cities and vendors connect with each other.
",Marketplace.city (Clearbox tool),1000000.0,9,9.0,['recUwmBtQkN1prgeh'],41.8823361,"500 West Madison  Suite 1000  Chicago, IL 60661, US",['recRDZqf1tuLAXPKP'],1-10,2017.0,Brooklyn,hello@marketplace.city,-87.6403662,,['Civic Systems'],2022-03-02,['Civic Systems: GovTech'],,,,,,,,,,,
197,987,recn8vfHboGMPtJiT,2022-01-05T20:22:37.000Z,MetaBronx >> number one diversity-focused startup accelerator in NYC,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"MetaBronx is an entrepreneurship education program created to accelerate startups owned by women and members of cultural minorities.
",MetaBronx,,77,77.0,['recg3IwW4njNc0Qdp'],40.8157423,"2823 3rd Ave. Suite 109, Bronx, NY 10455",['recHuk1pvKzYmvRFG'],51-100,2015.0,Bronx,investors@metabronx.com,-73.9185203,,['Innovation Systems'],2022-03-02,['Innovation Systems: Accelerators & Incubators'],"Funding? Since it's an accelerator 
",,,,,,,,,,
198,992,recnQq1oVRxFK8NhQ,2022-01-05T20:22:37.000Z,https://www.luminary-labs.com/ ,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Strategy and innovation consultancy that focuses on future of health, future of work and education, infrastructure, and scientific discovery. (AT looks like they are fishing for smart cities work, by recasting a health project as smart cities which is a great ""urban tech"" smell https://www.luminary-labs.com/open-innovation-can-create-smarter-safer-cities/)
",Luminary Labs,,18,18.0,['recCYxgacqCMvP8Nb'],40.7070853,"61 Broadway, New York, NY 10006",['recHuk1pvKzYmvRFG'],11-50,2009.0,Manhattan,hello@luminary-labs.com,-74.01255259999999,,['Innovation Systems'],2022-03-02,"['Innovation Systems:  Design, Engineering, and Planning Services']",,,,,,,,,,,
199,999,recnoYEYI24Zzkw9b,2021-10-26T20:15:00.000Z,https://www.onsiteiq.io,,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"OnSiteIQ provides visual construction documentation for builders and owners using computer vision technology. 
",OnSiteIQ,12400000.0,4,4.0,['rec1HjG8ErJDBzk43'],40.7535575,"335 Madison Ave, New York, NY 10017",['recdgZhrJxyjqLAb9'],1-10,2017.0,Manhattan,info@onsiteiq.io,-73.9781361,,['Construction Systems'],2022-03-02,['Construction Systems: Construction Management'],,,,,,,983626.0,,Auto Construction Documentation,,
200,1000,recnpKsyhvORrUROU,2021-10-26T20:16:53.000Z,https://www.coord.com/,,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"Coord Smart Zones transform curb space into flexible, bookable zones. Sidewalk Labs spinout.
",Pebble,5000000.0,,,['receBXbN6odOQUuS7'],40.7536344," 335 Madison Ave, Fl 4, New York, NY 10017, US ",['receyB6jWwnjSbV8a'],11-50,2016.0,Manhattan,,-73.97814819999999,,['Mobility Systems'],,['Mobility Systems: Traffic informatics'],"formerly Coord. nothing about them in the sidewalk wind up post https://medium.com/sidewalk-talk/my-next-chapter-fighting-als-207ce7ca69c8
",,,,,,,https://www.sidewalklabs.com/products/pebble,"Curb Management, Analytics",,
201,1002,recnpzA6UO1dq3wpD,2022-01-05T20:22:37.000Z,https://about.google/,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Might want to include esp since they are merging Sidewalk Labs into Google. feeling we should not include FANG in urban tech generally
",Google,,150028,,['rec5FjxYhSmX68bzd'],,"111 8th Ave, New York, NY 10011",['rece3dYUKHXpHhEkU'],500+,1998.0,Manhattan,,,,['Information Systems'],,['Information Systems: Platform'],,,,,,,,,,['Verify jobs #'],
202,1003,recnqKaFM4VacTIWk,2022-01-05T20:22:37.000Z,https://www.grubhub.com/,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,,GrubHub,284100000.0,5683,5683.0,['recRmZEGi4RvhgsfE'],40.7539141,"1065 6th Ave, New York NY 10018",['recEhjg8dnMkICv2w'],500+,2004.0,Manhattan,,-73.9853115,,['Food Systems'],,['Food Systems:  Delivery'],,,,,,,,,,,
203,1009,reco71SEvDBUSiQSO,2022-01-05T20:22:37.000Z,https://foursquare.com/,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Independent location data platform for understanding how people move through the real world. Not sure if this fails as it tracks movement of people
",Foursquare,390400000.0,587,587.0,['recKd0KOVz9BhWPMt'],40.7419258,"50 W 23rd St, New York, NY 10010",['rece3dYUKHXpHhEkU'],500+,2009.0,Manhattan,support@foursquare.com,-73.9919099,,['Information Systems'],2022-03-02,['Information Systems: Location Intelligence'],"Funding: Crunchbase. Employees: LinkedIn.
",,,,,,,,,,
204,1010,reco78EM4py0NeZcI,2022-01-05T20:22:37.000Z,https://www.hotelsbyday.com/en ,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Kind of like Airbnb but for intraday hotel spaces for stays ranging from four to nine hours usually between 10 am and 8 pm
",HotelsByDay,1282000.0,20,20.0,['recORPBP8BX0IpO53'],40.75508730000001,"545 5th Ave, New York, 10017, US",['recdgZhrJxyjqLAb9'],11-50,2014.0,Manhattan,frontdesk@hotelsbyday.com,-73.979261,,['Housing Systems'],2022-03-02,['Housing Systems: Lodging'],"Address: LinkedIn. Employees: LinkedIn. Funding: [pitchbook.com ](https://pitchbook.com/profiles/company/120227-77#timeline)(not totally accurate as some info is for premium members only)
",,,,,,,,,,
205,1013,recoCQzsckndDh4op,2021-11-05T07:07:38.000Z,https://civ-lab.org/,NYC EDC,usr9BPdDIhuQuzTkj,atownsend@cornell.edu,Anthony Townsend,Passed,"CIV:LAB is a 501(c)(3) non-profit organization working in New York, Detroit and London on urban innovation and economic development.
",CIV:LAB,,16,16.0,['recTxg8F0FeUTZcU5'],40.739496,"120 E 23rd St, 5th Floor, New York, New York 10010",['recHuk1pvKzYmvRFG'],1-10,2019.0,Manhattan,,-73.98572,,['Innovation Systems'],,['Innovation Systems: Networking'],"TO DO ask simon

",simon sylvester-chaudhuri ,Founder and Executive Director,,,,,,,,
206,1016,recoHw0LIRV18NNmY,2021-10-11T13:27:28.000Z,https://www.brightpower.com/,,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Company that focuses on optimizing energy, waste, and water systems for buildings.
",Bright Power,31300000.0,242,242.0,['recxoYfGUZEqppDaZ'],40.7052845,"11 Hanover Square, 21st Floor New York, NY 10005",['recoxnv8QKuu7vlwx'],101-250,2004.0,Manhattan,info@brightpower.com,-74.00886849999999,"energy and water services for real estate owners/operators (includes MoBIUS, real-time system)
",['Energy Systems'],2022-03-01,['Energy Systems: Buildings'],,,,,,,50800000.0,,"Building Performance, Retrofit",,
207,1023,recocdbY7MQYKxt3m,2021-10-19T17:08:43.000Z,www.omnixlabs.com,,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"CV for extracting insights from existing video survillance networks in business locations.
",Omnix labs,3000000.0,11,11.0,['recC6fzY1qYFMz728'],40.7038704,"Manhattan, New York City, NY 10004, US",['rec5CKA579ehIVo7b'],11-50,2018.0,Manhattan,info@omnixlabs.com,-74.0138541,uses businesses' cameras to view physical business happenings and give back analytics and insights,['Labor Systems'],2022-03-01,['Labor Systems: Workforce Analytics'],,,,,,,,,,,
208,1027,recopuslsh7y8TakG,2021-10-26T19:51:45.000Z,https://sencity.city/,,usrirgB6rl9ulQW3Z,pa293@cornell.edu,Preksha Agarwal,Passed,"Their TetraBIN product is an interactive receptacle that brings delightful surprise and reward to the simple act of trash disposal, leveraging interaction into an effective behavior shift.
",Sencity,60000.0,5,5.0,['recsZ3Zc9dgmOn2NC'],40.7246788,"29 Norman Ave, Brooklyn, NY 11222",['recb7WeB0tStkTUq8'],1-10,2016.0,Brooklyn,steven@sencity.city,-73.9548791,,['Waste Systems'],2022-03-02,['Waste Systems: Diversion'],"crucnhbase, website
",Steven Bai,Co-founder,,,,,,,,
209,1029,recouMhDuDXMpGRVD,2021-10-26T20:50:28.000Z,https://www.traiilo.com/,NYC EDC,usr2qPunnCed2lMv6,lk545@cornell.edu,Lars Kouwenhoven,Passed,"Commission-free online ordering and delivery for latin retailers
",Tryylo,,,,['recr9vstr2rJolJDz'],,"2501 Grand Concourse 3rd floor, Bronx, NY 10468, United States",['receyB6jWwnjSbV8a'],1-10,2017.0,Manhattan,info@tryylo.com,,It is unclear what the address is. ,['Logistics Systems'],2022-03-02,['Logistics Systems: Last-Mile'],,,,,,,,,,,
210,1038,recpcq64wPiokvvy4,2022-01-05T20:22:37.000Z,https://jibe.company/ ,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"One of their products, Charge Broker is in the EV/mobility realm but the rest are focused on e-commerce and data security. Acquired by iCIMS.
",Jibe,47900000.0,55,55.0,['rec7Giua9uNBNO1s1'],40.7309491,"96 Morton St #5, New York, NY 10014",['receyB6jWwnjSbV8a'],51-100,2009.0,Manhattan,,-74.0078137,,['Mobility Systems'],,['Mobility Systems: EV Infrastructure'],"Employees: LinkedIn. Funding: Crunchbase.
",,Acquired by iCIMS,,,,,,,,
211,1040,recpkgSZafuYrvJru,2022-01-05T20:22:37.000Z,http://flycleaners.com/,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"App connects customers with local providers for laundry and dry cleaning
",Flycleaners,2000000.0,20,20.0,['recr9vstr2rJolJDz'],40.7532988,"4700 Northern Blvd, Flycleaners, Long Island City, NY 11101",['receyB6jWwnjSbV8a'],51-100,2013.0,Queens,media@rinse.com,-73.9156473,,['Logistics Systems'],2022-03-02,['Logistics Systems: Last-Mile'],"Address: https://opendatanewyork.com/business/1475019. Funding: Crunchbase. Employees: LinkedIn. Note that the company reports size as 51-200 employees on LinkedIn, but there are only 20 employees who work there on LinkedIn, so several are probably part-time/gig type workers. 
",,acquired by Rinse,,,,,,,,
212,1041,recpoK94liYgqszpT,2022-01-05T20:22:37.000Z,https://www.gensler.com/projects/united-technologies-digital,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Merged with Raytheon Technologies. Big company doing a lot of stuff including vaguely UT-ish things like building automation. they have this center https://www.gensler.com/projects/united-technologies-digital
",United Technologies Digital Accelerator,,250,250.0,['recg3IwW4njNc0Qdp'],40.7033226,"55 Water Street, Brooklyn, New York",['recHuk1pvKzYmvRFG'],101-250,2017.0,Brooklyn,,-74.0088962,,['Innovation Systems'],,['Innovation Systems: Accelerators & Incubators'],"Not sure about total investment $ since it is an accelerator 
",,,,,,,,,,
213,1042,recpq4Naxa6rtlqz2,2022-01-05T20:22:37.000Z,https://peatix.com/,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"An online ticket sales and event management service.
",Peatix,13900000.0,48,48.0,['recE9ehRLZIohhipt'],40.7008739,"81 Prospect Street, Brooklyn, New York, New York 11201, US",['recRDZqf1tuLAXPKP'],11-50,2011.0,Brooklyn,info@peatix.com,-73.9875141,,['Civic Systems'],2022-03-02,['Civic Systems: Engagement'],"Funding: Crunchbase. Employees: LinkedIn.
",,,,,,,,,,
214,1043,recpxxP8tTnD0pNSW,2022-01-05T20:22:37.000Z,https://www.stralto.com/,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"The website says that their technology solutions are meant for innovating cities and enterprises. Cannot determine suitable category though. Another GovTech product is GrantCare.
",Stralto Inc.,,9,9.0,['recUwmBtQkN1prgeh'],40.7106472,"222 Broadway, 19th Floor New York, NY 10038",['recRDZqf1tuLAXPKP'],1-10,2018.0,Manhattan,info@stralto.com,-74.00817950000001,,['Civic Systems'],2022-03-02,['Civic Systems: GovTech'],"Not able to find total investment $
",,,,,,,,,,
215,1044,recpzoy3pAoBYu26B,2022-01-05T20:22:37.000Z,https://www.carmera.com/,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,"Marked dead as it was acquired...to be reviewed. CARMERA is a spatial AI company that supports next-generation mobility with cutting-edge mapping and geospatial technology. A wholly owned subsidiary of Toyota’s Woven Planet Holdings, CARMERA specializes in using commodity sensors, like vehicle cameras and consumer telematics, to create rich map data with the accuracy, fidelity and detail needed to support even the most advanced transportation use cases. Acquired by Woven Planet.
",Carmera,27100000.0,55,55.0,['receBXbN6odOQUuS7'],40.7042791,"20 Jay St #312, Brooklyn, NY 11201",['receyB6jWwnjSbV8a'],51-100,2015.0,Brooklyn,press@carmera.com,-73.9868096,,['Mobility Systems'],2022-03-02,['Mobility Systems: Traffic informatics'],"Undisclosed acquisition price.
",,,,2021.0,0.0,,,,,
216,1048,recqDdXct9XQBVvC3,2022-01-05T20:22:37.000Z,https://www.justfix.nyc/en/,TechNYC,usrCxpuT0RoHLuwkR,ek542@cornell.edu,Eesha Khanna,Passed,,JustFix.nyc,180000.0,13,13.0,['rec3hVUb0uifxVbD5'],40.7168753,111 Centre Street New York,['recdgZhrJxyjqLAb9'],11-50,2015.0,Manhattan,hello@justfix.nyc,-74.0014647,,['Building Systems'],2022-03-02,['Building Systems: Facilities Management'],"Employees: LinkedIn. Funding: Crunchbase.
",,,,,,,,,,
217,1057,recqy9WlGa5DhcaGi,2022-01-05T20:22:37.000Z,https://www.springhealth.com/,TechNYC,usruYurWuYKJoW6LE,jjl295@cornell.edu,Jenny Liu,Passed,"
",Spring Health,295500000.0,,,['recMJWRcaTmDI987X'],40.7383725,"251 Park Avenue South, Floor 6. New York, NY 10010",['reca3rMDOoKHI3hPh'],251-500,2016.0,Manhattan,hello@springhealth.com,-73.9872728,,['Health Systems'],2022-03-02,['Health Systems: Hybrid Telehealth'],,,,,,,,,,,
218,1058,recr0lfKEBdvlYs9l,2021-10-19T18:33:35.000Z,https://www.voyagecontrol.com/,,usrzlz6zDGzjGmaEg,mfd64@cornell.edu,Max Dumas,Passed,"Company focused on optimizing large-scale delivery logistics for construction, port facilities, and large events.
",Voyage Control,,,,['reccaLwYeNkuiMQNx'],40.7535575,"335 Madison Ave, New York City, New York 10017, US",['receyB6jWwnjSbV8a'],11-50,2014.0,Manhattan,info@voyagecontrol.com,-73.9781361,,['Logistics Systems'],2022-03-01,['Logistics Systems: Ports & Airports'],,,,,,,,,,,
